id,source_entity_id,target_entity_id,type,confidence,timestamp,properties
R004092,P229,P273,SUSPECTED_ASSOCIATE,0.75,2026-02-12T08:12:10,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R004093,P459,P471,MESSAGED,0.97,2025-01-12T03:01:18,"{""message_count"": 22, ""source_type"": ""communication_record""}"
R004094,P224,P204,EMPLOYED_WITH,0.71,2025-10-31T02:24:30,"{""context"": ""Shared employment recorded"", ""source_type"": ""employment_record""}"
R004095,P259,V070,TRAVELED_IN,0.9,2025-08-28T13:45:59,"{""trip_note"": ""Travel recorded together"", ""source_type"": ""field_report""}"
R004096,P498,P491,LOCATED_WITH,0.56,2026-03-02T22:45:39,"{""observation_note"": ""Presence recorded at location"", ""source_type"": ""location_record""}"
R004097,P389,P406,MEMBER_OF,0.68,2025-05-03T06:10:23,"{""context"": ""Shared membership recorded"", ""source_type"": ""field_report""}"
R004098,P040,ACC038,TRANSFERRED_TO,0.66,2025-04-13T15:12:35,"{""amount"": 143901, ""currency"": ""INR"", ""transaction_type"": ""cash_deposit""}"
R004099,P167,ACC191,TRANSFERRED_TO,0.69,2025-09-22T05:50:21,"{""amount"": 18245, ""currency"": ""INR"", ""transaction_type"": ""bank_transfer""}"
R004100,P145,P128,TRAVELED_WITH,0.55,2026-08-02T18:08:01,"{""context"": ""Joint travel recorded"", ""source_type"": ""travel_record""}"
R004101,P367,ACC003,RECEIVED_FROM,0.81,2025-02-13T22:27:15,"{""amount"": 476654, ""currency"": ""INR"", ""transaction_type"": ""cash_deposit""}"
R004102,P280,P281,CALLED,0.56,2025-02-17T03:39:26,"{""duration_seconds"": 2955, ""source_type"": ""call_record"", ""verified"": true}"
R004103,P288,P420,MESSAGED,0.55,2025-03-08T04:11:40,"{""message_count"": 71, ""source_type"": ""communication_record""}"
R004104,P133,ORG004,WORKS_FOR,0.9,2026-05-13T15:03:07,"{""role"": ""Advisor"", ""source_type"": ""employment_record""}"
R004105,P125,ACC051,TRANSFERRED_TO,0.83,2026-01-13T01:57:24,"{""amount"": 333514, ""currency"": ""INR"", ""transaction_type"": ""upi_transfer""}"
R004106,P328,ORG039,MEMBER_OF,0.52,2026-01-10T03:47:21,"{""context"": ""Shared membership recorded"", ""source_type"": ""field_report""}"
R004107,P082,P092,EMPLOYED_WITH,0.78,2025-03-31T03:13:48,"{""context"": ""Shared employment recorded"", ""source_type"": ""employment_record""}"
R004108,P246,PH168,OWNS_PHONE,0.51,2026-08-03T07:28:48,"{""registration_status"": ""active"", ""source_type"": ""telecom_registry""}"
R004109,P413,P415,LOCATED_WITH,0.73,2026-06-13T23:59:48,"{""observation_note"": ""Presence recorded at location"", ""source_type"": ""location_record""}"
R004110,P389,V086,USED_VEHICLE,0.68,2026-08-10T06:52:29,"{""observation"": ""Vehicle observed in use"", ""source_type"": ""CCTV""}"
R004111,P215,P210,PARTNER,0.97,2025-08-08T05:20:57,"{""relationship_note"": ""Family relation recorded"", ""source_type"": ""public_record""}"
R004112,P082,P100,MEMBER_OF,0.81,2026-08-12T03:08:43,"{""context"": ""Shared membership recorded"", ""source_type"": ""field_report""}"
R004113,P467,P456,CALLED,0.66,2025-04-01T16:28:22,"{""duration_seconds"": 1037, ""source_type"": ""call_record"", ""verified"": false}"
R004114,P102,P092,TRAVELED_WITH,0.72,2025-06-28T22:59:28,"{""context"": ""Joint travel recorded"", ""source_type"": ""travel_record""}"
R004115,P265,P267,EMPLOYED_WITH,0.85,2025-10-22T21:57:05,"{""context"": ""Shared employment recorded"", ""source_type"": ""employment_record""}"
R004116,P349,LOC017,VISITED,0.53,2025-12-13T23:57:03,"{""duration_minutes"": 125, ""source_type"": ""location_record""}"
R004117,P112,P277,SUSPECTED_ASSOCIATE,0.55,2025-02-26T02:56:04,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R004118,P199,V025,OWNS_VEHICLE,0.82,2026-07-05T23:12:13,"{""registration_status"": ""active"", ""source_type"": ""vehicle_registry""}"
R004119,P453,P496,CALLED,0.51,2025-08-18T13:09:28,"{""duration_seconds"": 1602, ""source_type"": ""call_record"", ""verified"": true}"
R004120,P215,P213,PARTNER,0.69,2025-08-11T06:19:56,"{""relationship_note"": ""Partner relation recorded"", ""source_type"": ""public_record""}"
R004121,P109,P145,FAMILY,0.83,2026-03-26T09:12:23,"{""relationship_note"": ""Partner relation recorded"", ""source_type"": ""public_record""}"
R004122,P446,P439,FAMILY,0.73,2025-07-08T18:34:26,"{""relationship_note"": ""Family relation recorded"", ""source_type"": ""public_record""}"
R004123,P143,P146,ASSOCIATED,0.77,2026-07-18T17:56:50,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R004124,P358,P353,EMPLOYED_WITH,0.73,2026-03-05T09:36:30,"{""context"": ""Shared employment recorded"", ""source_type"": ""employment_record""}"
R004125,P258,P268,MESSAGED,0.74,2026-07-06T21:41:58,"{""message_count"": 66, ""source_type"": ""communication_record""}"
R004126,P234,P227,ASSOCIATED,0.6,2025-12-06T12:13:35,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R004127,P299,P302,MESSAGED,0.72,2025-05-11T00:10:23,"{""message_count"": 75, ""source_type"": ""communication_record""}"
R004128,P358,P415,CALLED,0.89,2026-06-17T15:32:10,"{""duration_seconds"": 2290, ""source_type"": ""call_record"", ""verified"": false}"
R004129,P226,P239,MEMBER_OF,0.99,2026-01-02T07:14:09,"{""context"": ""Shared membership recorded"", ""source_type"": ""field_report""}"
R004130,P004,V116,OWNS_VEHICLE,0.69,2025-11-09T09:51:46,"{""registration_status"": ""active"", ""source_type"": ""vehicle_registry""}"
R004131,P408,V031,TRAVELED_IN,0.92,2025-05-06T20:54:35,"{""trip_note"": ""Travel recorded together"", ""source_type"": ""field_report""}"
R004132,P064,P057,SUSPECTED_ASSOCIATE,0.75,2026-06-18T22:48:48,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R004133,P230,ORG034,MEMBER_OF,0.87,2026-02-22T05:51:12,"{""context"": ""Shared membership recorded"", ""source_type"": ""field_report""}"
R004134,P106,P111,ASSOCIATED,0.68,2025-07-23T01:22:16,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R004135,P363,P204,LOCATED_WITH,0.52,2025-12-01T16:20:49,"{""observation_note"": ""Presence recorded at location"", ""source_type"": ""location_record""}"
R004136,P058,P069,ASSOCIATED,0.95,2025-10-01T15:37:05,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R004137,P133,P280,TRAVELED_WITH,0.76,2025-09-22T03:01:24,"{""context"": ""Joint travel recorded"", ""source_type"": ""travel_record""}"
R004138,P416,P417,PARTNER,0.51,2025-12-03T07:38:57,"{""relationship_note"": ""Partner relation recorded"", ""source_type"": ""public_record""}"
R004139,P328,V122,TRAVELED_IN,0.87,2025-12-30T06:14:04,"{""trip_note"": ""Travel recorded together"", ""source_type"": ""field_report""}"
R004140,P120,P049,ASSOCIATED,0.86,2026-03-11T06:35:15,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R004141,P335,P334,TRAVELED_WITH,0.81,2025-10-08T17:32:12,"{""context"": ""Joint travel recorded"", ""source_type"": ""travel_record""}"
R004142,P109,P102,ASSOCIATED,0.59,2026-06-07T00:27:57,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R004143,P230,P238,TRAVELED_WITH,0.71,2025-11-29T04:20:29,"{""context"": ""Joint travel recorded"", ""source_type"": ""travel_record""}"
R004144,P416,P417,FAMILY,0.54,2026-08-26T09:26:47,"{""relationship_note"": ""Partner relation recorded"", ""source_type"": ""public_record""}"
R004145,P313,P306,MET,0.74,2026-03-08T09:21:59,"{""details"": ""Meeting recorded at location"", ""source_type"": ""surveillance"", ""verified"": true}"
R004146,P232,P238,MET,0.52,2026-04-17T10:02:04,"{""details"": ""Meeting recorded at location"", ""source_type"": ""surveillance"", ""verified"": true}"
R004147,P464,P456,PARTNER,0.7,2025-03-24T12:52:18,"{""relationship_note"": ""Partner relation recorded"", ""source_type"": ""public_record""}"
R004148,P288,P276,CALLED,0.76,2025-05-02T09:20:32,"{""duration_seconds"": 1627, ""source_type"": ""call_record"", ""verified"": true}"
R004149,P392,LOC091,TRAVELED_TO,0.8,2025-10-26T15:06:13,"{""mode"": ""rail"", ""source_type"": ""travel_record""}"
R004150,P280,LOC012,WORKS_AT,0.67,2026-05-27T14:34:04,"{""role"": ""Contractor"", ""source_type"": ""employment_record""}"
R004151,P299,P290,MET,0.69,2026-05-29T18:53:28,"{""details"": ""Meeting recorded at location"", ""source_type"": ""surveillance"", ""verified"": true}"
R004152,P021,P041,CALLED,0.72,2025-11-03T08:12:48,"{""duration_seconds"": 1785, ""source_type"": ""call_record"", ""verified"": false}"
R004153,P376,P391,MET,0.95,2025-05-15T17:21:41,"{""details"": ""Extended meeting recorded"", ""source_type"": ""surveillance"", ""verified"": false}"
R004154,P435,P432,SUSPECTED_ASSOCIATE,0.93,2026-08-08T19:28:25,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R004155,P144,P140,CALLED,0.6,2025-04-03T01:50:19,"{""duration_seconds"": 3326, ""source_type"": ""call_record"", ""verified"": true}"
R004156,P389,V109,OWNS_VEHICLE,0.75,2025-11-18T08:05:27,"{""registration_status"": ""active"", ""source_type"": ""vehicle_registry""}"
R004157,P367,P366,TRAVELED_WITH,0.67,2026-03-04T05:57:27,"{""context"": ""Joint travel recorded"", ""source_type"": ""travel_record""}"
R004158,P109,P107,LOCATED_WITH,0.93,2026-04-24T07:52:36,"{""observation_note"": ""Presence recorded at location"", ""source_type"": ""location_record""}"
R004159,P198,P189,ASSOCIATED,0.67,2025-10-25T05:39:00,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R004160,P317,P321,PARTNER,0.79,2025-07-24T22:17:33,"{""relationship_note"": ""Partner relation recorded"", ""source_type"": ""public_record""}"
R004161,P175,ACC161,OWNS_ACCOUNT,0.9,2026-08-02T08:00:22,"{""account_status"": ""active"", ""source_type"": ""financial_registry""}"
R004162,P309,P305,FAMILY,0.88,2025-12-11T08:41:17,"{""relationship_note"": ""Family relation recorded"", ""source_type"": ""public_record""}"
R004163,P280,P300,LOCATED_WITH,0.7,2025-05-12T18:33:44,"{""observation_note"": ""Presence recorded at location"", ""source_type"": ""location_record""}"
R004164,P158,ORG004,ASSOCIATED_WITH,0.62,2026-05-14T09:50:01,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R004165,P275,LOC005,TRAVELED_TO,0.88,2025-09-29T09:14:38,"{""mode"": ""rail"", ""source_type"": ""travel_record""}"
R004166,P107,P114,ASSOCIATED,0.59,2025-10-18T23:00:12,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R004167,P299,PH078,MESSAGED,0.98,2025-07-12T08:59:24,"{""message_count"": 135, ""source_type"": ""communication_record""}"
R004168,P226,P235,MET,0.5,2025-08-03T21:59:32,"{""details"": ""Brief meeting observed"", ""source_type"": ""surveillance"", ""verified"": true}"
R004169,P151,P175,FAMILY,0.7,2026-07-03T18:33:34,"{""relationship_note"": ""Family relation recorded"", ""source_type"": ""public_record""}"
R004170,P109,ORG038,VISITED_ORG,0.95,2025-12-18T01:03:49,"{""duration_minutes"": 124, ""source_type"": ""location_record""}"
R004171,P498,P197,FAMILY,0.52,2025-11-28T16:37:29,"{""relationship_note"": ""Family relation recorded"", ""source_type"": ""public_record""}"
R004172,P105,LOC074,RESIDES_AT,0.8,2025-04-17T00:22:07,"{""since"": ""2025-07-25"", ""source_type"": ""registration_record""}"
R004173,P334,P336,MESSAGED,0.53,2026-04-07T20:48:18,"{""message_count"": 23, ""source_type"": ""communication_record""}"
R004174,P230,P248,MEMBER_OF,0.66,2026-05-04T00:05:13,"{""context"": ""Shared membership recorded"", ""source_type"": ""field_report""}"
R004175,P229,P242,FAMILY,0.6,2026-02-07T03:31:40,"{""relationship_note"": ""Family relation recorded"", ""source_type"": ""public_record""}"
R004176,P041,ORG033,VISITED_ORG,0.61,2025-01-17T21:02:17,"{""duration_minutes"": 87, ""source_type"": ""location_record""}"
R004177,P453,P458,PARTNER,0.51,2026-05-24T23:41:29,"{""relationship_note"": ""Partner relation recorded"", ""source_type"": ""public_record""}"
R004178,P214,PH048,USED_PHONE,0.87,2026-08-20T22:30:44,"{""observation"": ""Device usage recorded"", ""source_type"": ""telecom_record""}"
R004179,P217,P216,TRAVELED_WITH,0.91,2025-11-10T09:33:19,"{""context"": ""Joint travel recorded"", ""source_type"": ""travel_record""}"
R004180,P450,PH154,OWNS_PHONE,0.59,2026-06-13T07:50:53,"{""registration_status"": ""active"", ""source_type"": ""telecom_registry""}"
R004181,P413,ORG073,WORKS_FOR,0.55,2025-11-07T00:15:47,"{""role"": ""Manager"", ""source_type"": ""employment_record""}"
R004182,P288,P456,PARTNER,0.86,2025-07-16T22:34:54,"{""relationship_note"": ""Family relation recorded"", ""source_type"": ""public_record""}"
R004183,P215,ORG065,VISITED_ORG,0.72,2025-07-12T23:38:20,"{""duration_minutes"": 90, ""source_type"": ""location_record""}"
R004184,P232,ORG009,WORKS_FOR,0.87,2026-01-28T06:20:06,"{""role"": ""Contractor"", ""source_type"": ""employment_record""}"
R004185,P417,LOC055,VISITED,0.63,2025-10-10T05:37:05,"{""duration_minutes"": 131, ""source_type"": ""location_record""}"
R004186,P271,P265,TRAVELED_WITH,0.63,2025-12-20T11:05:43,"{""context"": ""Joint travel recorded"", ""source_type"": ""travel_record""}"
R004187,P120,ACC197,TRANSFERRED_TO,0.67,2025-01-09T06:09:30,"{""amount"": 112208, ""currency"": ""INR"", ""transaction_type"": ""upi_transfer""}"
R004188,P328,ACC002,RECEIVED_FROM,0.93,2025-09-13T04:51:46,"{""amount"": 460636, ""currency"": ""INR"", ""transaction_type"": ""wire_transfer""}"
R004189,P259,PH158,USED_PHONE,0.5,2026-01-08T05:06:02,"{""observation"": ""Device usage recorded"", ""source_type"": ""telecom_record""}"
R004190,P250,P238,TRAVELED_WITH,0.63,2025-12-17T20:02:30,"{""context"": ""Joint travel recorded"", ""source_type"": ""travel_record""}"
R004191,P235,V133,USED_VEHICLE,0.66,2025-03-06T05:46:18,"{""observation"": ""Vehicle observed in use"", ""source_type"": ""CCTV""}"
R004192,P494,PH011,CALLED,0.77,2025-07-27T08:52:03,"{""duration_seconds"": 2714, ""source_type"": ""call_record"", ""verified"": false}"
R004193,PH052,PH048,COMMUNICATED_WITH,0.98,2026-04-02T10:05:56,"{""contact_count"": 5, ""source_type"": ""telecom_record""}"
R004194,P182,P186,EMPLOYED_WITH,0.58,2025-10-16T17:47:01,"{""context"": ""Shared employment recorded"", ""source_type"": ""employment_record""}"
R004195,P067,PH093,OWNS_PHONE,0.58,2026-08-30T19:19:48,"{""registration_status"": ""active"", ""source_type"": ""telecom_registry""}"
R004196,P426,LOC078,VISITED,0.96,2026-05-20T01:44:41,"{""duration_minutes"": 173, ""source_type"": ""location_record""}"
R004197,P112,PH154,USED_PHONE,0.9,2025-10-24T00:10:13,"{""observation"": ""Device usage recorded"", ""source_type"": ""telecom_record""}"
R004198,P203,P201,PARTNER,0.51,2025-07-10T23:40:44,"{""relationship_note"": ""Family relation recorded"", ""source_type"": ""public_record""}"
R004199,P383,LOC088,VISITED,0.73,2025-08-02T17:41:56,"{""duration_minutes"": 46, ""source_type"": ""location_record""}"
R004200,P004,P003,SUSPECTED_ASSOCIATE,0.76,2025-01-18T23:32:21,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R004201,P446,PH033,MESSAGED,0.9,2026-08-12T19:19:41,"{""message_count"": 15, ""source_type"": ""communication_record""}"
R004202,P429,P438,MET,0.64,2025-04-07T15:50:21,"{""details"": ""Brief meeting observed"", ""source_type"": ""surveillance"", ""verified"": true}"
R004203,P360,ORG063,VISITED_ORG,0.79,2025-10-06T18:40:17,"{""duration_minutes"": 231, ""source_type"": ""location_record""}"
R004204,P342,P336,MESSAGED,0.91,2026-02-13T02:49:20,"{""message_count"": 96, ""source_type"": ""communication_record""}"
R004205,P230,LOC087,LOCATED_AT,0.59,2026-02-21T03:44:23,"{""observation_note"": ""Presence recorded at location"", ""source_type"": ""location_record""}"
R004206,P407,P404,EMPLOYED_WITH,0.59,2025-04-18T06:03:27,"{""context"": ""Shared employment recorded"", ""source_type"": ""employment_record""}"
R004207,P367,P373,MEMBER_OF,0.66,2026-05-18T04:01:48,"{""context"": ""Shared membership recorded"", ""source_type"": ""field_report""}"
R004208,P175,P169,ASSOCIATED,0.71,2025-02-01T20:38:37,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R004209,P402,V068,USED_VEHICLE,0.86,2026-04-28T00:22:04,"{""observation"": ""Vehicle observed in use"", ""source_type"": ""CCTV""}"
R004210,P004,P011,SUSPECTED_ASSOCIATE,0.64,2025-03-22T05:54:51,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R004211,P358,V131,USED_VEHICLE,0.78,2026-07-08T19:13:57,"{""observation"": ""Vehicle observed in use"", ""source_type"": ""CCTV""}"
R004212,P337,PH011,MESSAGED,0.62,2025-08-12T18:42:02,"{""message_count"": 86, ""source_type"": ""communication_record""}"
R004213,P173,P174,LOCATED_WITH,0.96,2025-11-17T18:22:49,"{""observation_note"": ""Presence recorded at location"", ""source_type"": ""location_record""}"
R004214,P413,P424,TRAVELED_WITH,0.57,2025-09-16T08:52:57,"{""context"": ""Joint travel recorded"", ""source_type"": ""travel_record""}"
R004215,P402,P417,FAMILY,0.78,2025-09-14T02:42:47,"{""relationship_note"": ""Family relation recorded"", ""source_type"": ""public_record""}"
R004216,P175,P169,CALLED,0.92,2026-07-04T22:48:38,"{""duration_seconds"": 3032, ""source_type"": ""call_record"", ""verified"": true}"
R004217,P052,P076,LOCATED_WITH,0.64,2026-01-01T00:15:49,"{""observation_note"": ""Presence recorded at location"", ""source_type"": ""location_record""}"
R004218,P272,P298,LOCATED_WITH,0.73,2025-10-10T20:57:29,"{""observation_note"": ""Presence recorded at location"", ""source_type"": ""location_record""}"
R004219,P077,P087,CALLED,0.82,2026-07-13T22:50:04,"{""duration_seconds"": 2016, ""source_type"": ""call_record"", ""verified"": true}"
R004220,P426,P367,LOCATED_WITH,0.63,2025-10-10T17:42:25,"{""observation_note"": ""Presence recorded at location"", ""source_type"": ""location_record""}"
R004221,P143,V040,USED_VEHICLE,0.95,2025-01-17T04:08:32,"{""observation"": ""Vehicle observed in use"", ""source_type"": ""CCTV""}"
R004222,PH102,PH093,COMMUNICATED_WITH,0.6,2026-01-17T05:31:50,"{""contact_count"": 9, ""source_type"": ""telecom_record""}"
R004223,P331,ACC052,OWNS_ACCOUNT,0.64,2025-10-13T16:37:50,"{""account_status"": ""active"", ""source_type"": ""financial_registry""}"
R004224,P328,P365,MET,0.66,2026-05-10T17:58:19,"{""details"": ""Meeting recorded at location"", ""source_type"": ""surveillance"", ""verified"": false}"
R004225,P177,P182,PARTNER,0.71,2026-04-29T11:59:57,"{""relationship_note"": ""Family relation recorded"", ""source_type"": ""public_record""}"
R004226,P413,P418,MEMBER_OF,0.9,2026-05-27T02:30:53,"{""context"": ""Shared membership recorded"", ""source_type"": ""field_report""}"
R004227,P143,PH191,OWNS_PHONE,0.78,2026-08-13T05:50:35,"{""registration_status"": ""active"", ""source_type"": ""telecom_registry""}"
R004228,P032,P037,MET,0.77,2025-11-21T04:26:13,"{""details"": ""Meeting recorded at location"", ""source_type"": ""surveillance"", ""verified"": true}"
R004229,P288,PH058,MESSAGED,0.69,2026-03-26T18:55:45,"{""message_count"": 99, ""source_type"": ""communication_record""}"
R004230,P414,ORG086,MEMBER_OF,0.83,2026-08-28T15:06:21,"{""context"": ""Shared membership recorded"", ""source_type"": ""field_report""}"
R004231,P272,P251,TRAVELED_WITH,0.52,2026-03-24T04:49:38,"{""context"": ""Joint travel recorded"", ""source_type"": ""travel_record""}"
R004232,P031,P033,TRAVELED_WITH,0.58,2026-08-16T05:30:10,"{""context"": ""Joint travel recorded"", ""source_type"": ""travel_record""}"
R004233,P328,P349,LOCATED_WITH,0.78,2025-01-26T14:45:36,"{""observation_note"": ""Presence recorded at location"", ""source_type"": ""location_record""}"
R004234,P003,P009,MET,0.81,2026-04-02T06:35:30,"{""details"": ""Extended meeting recorded"", ""source_type"": ""surveillance"", ""verified"": true}"
R004235,P261,ACC073,TRANSFERRED_TO,0.97,2025-02-18T18:22:37,"{""amount"": 236321, ""currency"": ""INR"", ""transaction_type"": ""bank_transfer""}"
R004236,P217,V064,USED_VEHICLE,0.87,2025-11-17T04:13:41,"{""observation"": ""Vehicle observed in use"", ""source_type"": ""CCTV""}"
R004237,P143,P131,MET,0.7,2025-04-15T22:43:05,"{""details"": ""Brief meeting observed"", ""source_type"": ""surveillance"", ""verified"": false}"
R004238,P403,P422,EMPLOYED_WITH,0.88,2026-07-20T09:36:43,"{""context"": ""Shared employment recorded"", ""source_type"": ""employment_record""}"
R004239,P297,V112,USED_VEHICLE,0.7,2026-08-15T13:43:39,"{""observation"": ""Vehicle observed in use"", ""source_type"": ""CCTV""}"
R004240,P328,P341,PARTNER,0.65,2026-05-21T19:20:21,"{""relationship_note"": ""Family relation recorded"", ""source_type"": ""public_record""}"
R004241,P143,P186,MEMBER_OF,0.78,2026-02-13T22:11:47,"{""context"": ""Shared membership recorded"", ""source_type"": ""field_report""}"
R004242,P389,V085,OWNS_VEHICLE,0.9,2025-07-13T15:41:14,"{""registration_status"": ""active"", ""source_type"": ""vehicle_registry""}"
R004243,P133,P302,MESSAGED,0.79,2026-05-23T15:53:03,"{""message_count"": 3, ""source_type"": ""communication_record""}"
R004244,P128,LOC076,RESIDES_AT,0.69,2026-03-16T02:49:04,"{""since"": ""2025-11-21"", ""source_type"": ""registration_record""}"
R004245,P455,PH032,OWNS_PHONE,0.82,2026-02-08T09:35:05,"{""registration_status"": ""active"", ""source_type"": ""telecom_registry""}"
R004246,P082,P097,LOCATED_WITH,0.93,2025-04-19T01:06:31,"{""observation_note"": ""Presence recorded at location"", ""source_type"": ""location_record""}"
R004247,P102,P116,TRAVELED_WITH,0.74,2025-10-26T00:50:52,"{""context"": ""Joint travel recorded"", ""source_type"": ""travel_record""}"
R004248,P325,P317,MET,0.95,2025-07-29T14:12:31,"{""details"": ""Extended meeting recorded"", ""source_type"": ""surveillance"", ""verified"": false}"
R004249,P369,P388,MET,0.95,2025-07-09T23:48:54,"{""details"": ""Brief meeting observed"", ""source_type"": ""surveillance"", ""verified"": false}"
R004250,P392,PH118,CALLED,0.75,2026-05-22T05:03:20,"{""duration_seconds"": 2315, ""source_type"": ""call_record"", ""verified"": true}"
R004251,P370,P372,PARTNER,0.69,2025-10-01T20:13:37,"{""relationship_note"": ""Partner relation recorded"", ""source_type"": ""public_record""}"
R004252,P449,PH068,CALLED,0.61,2025-07-22T19:58:12,"{""duration_seconds"": 1711, ""source_type"": ""call_record"", ""verified"": true}"
R004253,P120,P107,PARTNER,0.89,2025-01-29T06:56:09,"{""relationship_note"": ""Family relation recorded"", ""source_type"": ""public_record""}"
R004254,P082,P096,MESSAGED,0.72,2025-08-15T16:16:46,"{""message_count"": 117, ""source_type"": ""communication_record""}"
R004255,P021,V084,OWNS_VEHICLE,0.54,2025-10-14T08:17:43,"{""registration_status"": ""active"", ""source_type"": ""vehicle_registry""}"
R004256,P453,P486,TRAVELED_WITH,0.81,2026-03-21T00:18:45,"{""context"": ""Joint travel recorded"", ""source_type"": ""travel_record""}"
R004257,P272,P257,TRAVELED_WITH,0.91,2025-09-03T21:49:48,"{""context"": ""Joint travel recorded"", ""source_type"": ""travel_record""}"
R004258,P426,V106,USED_VEHICLE,0.85,2026-01-24T21:48:14,"{""observation"": ""Vehicle observed in use"", ""source_type"": ""CCTV""}"
R004259,P342,P330,SUSPECTED_ASSOCIATE,0.77,2026-01-16T13:40:29,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R004260,P367,P353,TRAVELED_WITH,0.67,2025-07-12T20:11:39,"{""context"": ""Joint travel recorded"", ""source_type"": ""travel_record""}"
R004261,P288,ORG099,ASSOCIATED_WITH,0.7,2026-05-24T05:17:39,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R004262,P402,PH122,CALLED,0.51,2025-01-17T06:09:21,"{""duration_seconds"": 753, ""source_type"": ""call_record"", ""verified"": false}"
R004263,P454,PH075,OWNS_PHONE,0.61,2025-11-30T09:08:16,"{""registration_status"": ""active"", ""source_type"": ""telecom_registry""}"
R004264,P021,ORG001,MEMBER_OF,0.81,2026-01-27T07:30:58,"{""context"": ""Shared membership recorded"", ""source_type"": ""field_report""}"
R004265,P464,P462,PARTNER,0.51,2026-07-31T08:06:26,"{""relationship_note"": ""Family relation recorded"", ""source_type"": ""public_record""}"
R004266,P205,ORG076,WORKS_FOR,0.72,2025-04-19T16:33:09,"{""role"": ""Staff"", ""source_type"": ""employment_record""}"
R004267,P052,LOC058,RESIDES_AT,0.62,2025-06-06T06:00:40,"{""since"": ""2025-05-01"", ""source_type"": ""registration_record""}"
R004268,P223,P203,CALLED,0.71,2025-07-10T22:35:13,"{""duration_seconds"": 1454, ""source_type"": ""call_record"", ""verified"": false}"
R004269,P109,LOC012,LOCATED_AT,0.94,2025-05-17T08:11:14,"{""observation_note"": ""Presence recorded at location"", ""source_type"": ""location_record""}"
R004270,P215,ACC038,OWNS_ACCOUNT,0.62,2025-09-21T21:26:49,"{""account_status"": ""active"", ""source_type"": ""financial_registry""}"
R004271,P449,P324,MESSAGED,0.94,2025-09-20T19:42:47,"{""message_count"": 15, ""source_type"": ""communication_record""}"
R004272,P460,P458,PARTNER,0.67,2026-07-17T08:46:16,"{""relationship_note"": ""Partner relation recorded"", ""source_type"": ""public_record""}"
R004273,P156,P367,EMPLOYED_WITH,0.54,2025-02-02T08:46:18,"{""context"": ""Shared employment recorded"", ""source_type"": ""employment_record""}"
R004274,P296,P283,MEMBER_OF,0.78,2025-10-25T12:58:14,"{""context"": ""Shared membership recorded"", ""source_type"": ""field_report""}"
R004275,P359,P355,ASSOCIATED,0.76,2026-06-25T19:15:33,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R004276,P466,V108,USED_VEHICLE,0.66,2026-06-29T09:01:52,"{""observation"": ""Vehicle observed in use"", ""source_type"": ""CCTV""}"
R004277,P143,LOC019,WORKS_AT,0.92,2025-12-10T14:12:31,"{""role"": ""Advisor"", ""source_type"": ""employment_record""}"
R004278,P328,P367,FAMILY,0.81,2025-04-25T21:09:40,"{""relationship_note"": ""Partner relation recorded"", ""source_type"": ""public_record""}"
R004279,P082,V009,OWNS_VEHICLE,0.65,2026-03-22T11:30:20,"{""registration_status"": ""active"", ""source_type"": ""vehicle_registry""}"
